geneSymbol,chr,Start,End,Width,betaN,betaC,dltBeta,senesitivity,specificity,AUC,probeIds
LRRC4;SND1,chr7,128032116,128032421,305,0.066977196,0.534566232,0.467589036,1,1,1,cg15087147;cg04153784;cg12628196;cg09087503
LRRC4;SND1,chr7,128032099,128032421,322,0.06568732,0.500768547,0.435081226,1,1,1,cg27573591;cg15087147;cg04153784;cg12628196;cg09087503
MIR137HG;MIR2682;MIR137,chr1,98045475,98045968,493,0.12657247,0.513608981,0.38703651,0.985074627,1,0.999668325,cg00091285;cg09022943;cg04282138;cg04763554;cg19050990
MIR137HG;MIR2682;MIR137,chr1,98045654,98046074,420,0.157650403,0.537891129,0.380240726,0.985074627,1,0.999668325,cg09022943;cg04282138;cg04763554;cg19050990;cg04293733
NXPH2,chr2,138780256,138780787,531,0.17870393,0.616665688,0.437961758,0.985074627,1,0.999668325,cg14923640;cg00804628;cg00593536;cg15175143
NXPH2,chr2,138780254,138780787,533,0.167327512,0.594766526,0.427439014,0.985074627,1,0.999668325,cg18150439;cg14923640;cg00804628;cg00593536;cg15175143
NXPH2,chr2,138780175,138780787,612,0.168714404,0.603596465,0.434882062,0.985074627,1,0.999668325,cg10989763;cg18150439;cg14923640;cg00804628;cg00593536;cg15175143
NXPH2,chr2,138780254,138781032,778,0.17835804,0.588240149,0.409882109,0.985074627,1,0.999668325,cg18150439;cg14923640;cg00804628;cg00593536;cg15175143;cg23302570
IRF4,chr6,391189,391442,253,0.180282513,0.556156404,0.375873891,0.985074627,1,0.999668325,cg01108118;cg10379890;cg26433102
ADHFE1,chr8,66432405,66432702,297,0.116192434,0.706804612,0.590612178,0.985074627,1,0.999668325,cg08090772;cg19283840;cg20295442;cg20912169;cg01988129
ADHFE1,chr8,66432353,66432702,349,0.101227858,0.698826631,0.597598774,0.985074627,1,0.999668325,cg18065361;cg08090772;cg19283840;cg20295442;cg20912169;cg01988129
ADHFE1,chr8,66432321,66432702,381,0.098283725,0.701489382,0.603205656,0.985074627,1,0.999668325,cg09383816;cg18065361;cg08090772;cg19283840;cg20295442;cg20912169;cg01988129
ADHFE1,chr8,66432318,66432702,384,0.099049036,0.708987686,0.60993865,0.985074627,1,0.999668325,cg01588438;cg09383816;cg18065361;cg08090772;cg19283840;cg20295442;cg20912169;cg01988129
FLI1;SENCR,chr11,128693132,128694286,1154,0.058770789,0.496904211,0.438133422,0.985074627,1,0.999668325,cg27028555;cg09037089;cg18142615;cg08590601;cg19897940;cg13755070;cg02526522;cg06172475;cg06072021;cg17872757
LRRC4;SND1,chr7,128032099,128032406,307,0.057737044,0.484465799,0.426728755,0.985074627,1,0.999668325,cg27573591;cg15087147;cg04153784;cg12628196
LRRC4;SND1,chr7,128031142,128032421,1279,0.071043982,0.467191901,0.396147919,0.985074627,1,0.999668325,cg06945399;cg27573591;cg15087147;cg04153784;cg12628196;cg09087503
PDX1,chr13,27924407,27924820,413,0.139265825,0.657833179,0.518567354,1,0.977777778,0.99933665,cg12815918;cg15961466;cg26299169
FGF12,chr3,192409171,192409542,371,0.175372135,0.604211158,0.428839023,1,0.977777778,0.99933665,cg23207710;cg01257828;cg10511904;cg16376000
FGF12,chr3,192409146,192409542,396,0.169542707,0.615347197,0.44580449,1,0.977777778,0.99933665,cg15048660;cg23207710;cg01257828;cg10511904;cg16376000
FGF12,chr3,192409060,192409542,482,0.152956682,0.60549838,0.452541698,1,0.977777778,0.99933665,cg16366473;cg15048660;cg23207710;cg01257828;cg10511904;cg16376000
NXPH2,chr2,138780256,138780653,397,0.148861264,0.592278103,0.443416839,1,0.977777778,0.99933665,cg14923640;cg00804628;cg00593536
NXPH2,chr2,138780275,138780787,512,0.18778528,0.636486766,0.448701486,0.985074627,1,0.99933665,cg00804628;cg00593536;cg15175143
NXPH2,chr2,138780254,138780653,399,0.142101408,0.571001047,0.428899639,1,0.977777778,0.99933665,cg18150439;cg14923640;cg00804628;cg00593536
NXPH2,chr2,138780275,138781032,757,0.19921663,0.61626714,0.41705051,1,0.977777778,0.99933665,cg00804628;cg00593536;cg15175143;cg23302570
CHST2;RP11-80H8.4,chr3,143119153,143121399,2246,0.093225557,0.426938844,0.333713287,1,0.977777778,0.99933665,cg19442495;cg19788429;cg07399369;cg10886442;cg17815252;cg00995327;cg08858437;cg09638407;cg08774368;cg23749856;cg18507129;cg17373442;cg22536150;cg14473344
CHST2;RP11-80H8.4,chr3,143119153,143121996,2843,0.143487668,0.454879075,0.311391407,1,0.977777778,0.99933665,cg19442495;cg19788429;cg07399369;cg10886442;cg17815252;cg00995327;cg08858437;cg09638407;cg08774368;cg23749856;cg18507129;cg17373442;cg22536150;cg14473344;cg26399662
IRF4,chr6,391208,391442,234,0.195699377,0.558866117,0.36316674,0.985074627,1,0.99933665,cg10379890;cg26433102
CPNE5,chr6,36840431,36840921,490,0.161116021,0.468962212,0.307846191,0.985074627,1,0.99933665,cg12855522;cg07722358;cg01258201;cg24310500
FLI1;SENCR,chr11,128693132,128694212,1080,0.059026445,0.483674494,0.424648049,1,0.977777778,0.99933665,cg27028555;cg09037089;cg18142615;cg08590601;cg19897940;cg13755070;cg02526522;cg06172475;cg06072021
GPC6;RP11-632L2.2,chr13,93227108,93228331,1223,0.161397595,0.667884036,0.506486441,0.985074627,1,0.99933665,cg16792800;cg12989574;cg18058689;cg07576142;cg07234958
C9orf50;NTMT1,chr9,129620154,129620725,571,0.091338303,0.626323967,0.534985663,0.985074627,1,0.99933665,cg14015706;cg13405887;cg09731694
PDX1,chr13,27924314,27924820,506,0.146261259,0.631190557,0.484929298,0.970149254,1,0.999004975,cg24601716;cg12815918;cg15961466;cg26299169
PDX1,chr13,27924247,27924820,573,0.133444148,0.636816587,0.50337244,0.970149254,1,0.999004975,cg09975620;cg24601716;cg12815918;cg15961466;cg26299169
MAFB,chr20,40688554,40688843,289,0.144993292,0.447054688,0.302061396,1,0.977777778,0.999004975,cg02497758;cg16844989
FLI1;SENCR,chr11,128693132,128693820,688,0.059110832,0.438510782,0.37939995,0.970149254,1,0.999004975,cg27028555;cg09037089;cg18142615;cg08590601;cg19897940;cg13755070
FLI1;SENCR,chr11,128693132,128693822,690,0.060973471,0.46713251,0.40615904,0.970149254,1,0.999004975,cg27028555;cg09037089;cg18142615;cg08590601;cg19897940;cg13755070;cg02526522
FLI1;SENCR,chr11,128693132,128694009,877,0.061399129,0.46978048,0.40838135,0.970149254,1,0.999004975,cg27028555;cg09037089;cg18142615;cg08590601;cg19897940;cg13755070;cg02526522;cg06172475
CDH20,chr18,61333567,61334166,599,0.186155762,0.502173562,0.316017799,0.985074627,1,0.999004975,cg15264806;cg23085662;cg18044383;cg12816979
LRRC4;SND1,chr7,128031140,128032421,1281,0.066841468,0.447960299,0.381118831,1,0.977777778,0.999004975,cg07871590;cg06945399;cg27573591;cg15087147;cg04153784;cg12628196;cg09087503
GPC6;RP11-632L2.2,chr13,93227108,93227418,310,0.190396163,0.687557883,0.49716172,0.970149254,1,0.999004975,cg16792800;cg12989574;cg18058689
GPC6;RP11-632L2.2,chr13,93227108,93227517,409,0.176873881,0.709484139,0.532610258,0.985074627,1,0.999004975,cg16792800;cg12989574;cg18058689;cg07576142
GPC6;RP11-632L2.2,chr13,93227050,93228331,1281,0.149819947,0.66753575,0.517715803,0.985074627,1,0.999004975,cg19824907;cg16792800;cg12989574;cg18058689;cg07576142;cg07234958
GPC6;RP11-632L2.2,chr13,93227108,93228590,1482,0.147229929,0.639648187,0.492418258,0.985074627,1,0.999004975,cg16792800;cg12989574;cg18058689;cg07576142;cg07234958;cg14778311
GPC6;RP11-632L2.2,chr13,93227050,93228590,1540,0.139330184,0.643383349,0.504053165,0.985074627,1,0.999004975,cg19824907;cg16792800;cg12989574;cg18058689;cg07576142;cg07234958;cg14778311
C9orf50;NTMT1,chr9,129620154,129620534,380,0.05446442,0.62363087,0.56916645,0.985074627,1,0.999004975,cg14015706;cg13405887
PDX1,chr13,27924197,27924820,623,0.122343112,0.646331864,0.523988752,0.970149254,1,0.9986733,cg16302790;cg09975620;cg24601716;cg12815918;cg15961466;cg26299169
PDX1,chr13,27924247,27924909,662,0.153451484,0.633031624,0.479580141,0.970149254,1,0.9986733,cg09975620;cg24601716;cg12815918;cg15961466;cg26299169;cg00184376
PDX1,chr13,27924197,27924909,712,0.141078119,0.641728285,0.500650166,0.970149254,1,0.9986733,cg16302790;cg09975620;cg24601716;cg12815918;cg15961466;cg26299169;cg00184376
FGF12,chr3,192409146,192409568,422,0.168116585,0.60200602,0.433889435,0.970149254,1,0.9986733,cg15048660;cg23207710;cg01257828;cg10511904;cg16376000;cg17393267
FGF12,chr3,192409171,192410203,1032,0.191020663,0.60450135,0.413480686,0.970149254,1,0.9986733,cg23207710;cg01257828;cg10511904;cg16376000;cg17393267;cg08002883;cg01255414
FGF12,chr3,192409060,192410203,1143,0.172599577,0.60529501,0.432695433,0.970149254,1,0.9986733,cg16366473;cg15048660;cg23207710;cg01257828;cg10511904;cg16376000;cg17393267;cg08002883;cg01255414
NXPH2,chr2,138780275,138780653,378,0.147561955,0.609815928,0.462253972,0.970149254,1,0.9986733,cg00804628;cg00593536
SLIT2,chr4,20253720,20254363,643,0.176689569,0.510458354,0.333768785,0.985074627,1,0.9986733,cg08428452;cg13485685;cg20928234
FLI1;SENCR,chr11,128693588,128694980,1392,0.068651037,0.52142785,0.452776813,0.970149254,1,0.9986733,cg09037089;cg18142615;cg08590601;cg19897940;cg13755070;cg02526522;cg06172475;cg06072021;cg17872757;cg02216246;cg11017065
GALNTL6,chr4,171812880,171813126,246,0.199109947,0.633075999,0.433966052,0.970149254,1,0.9986733,cg05678100;cg26814276;cg03304610
FGF12;FGF12-AS2,chr3,192514288,192514680,392,0.158294387,0.549964635,0.391670247,0.985074627,1,0.9986733,cg22834653;cg11201710
GPC6;RP11-632L2.2,chr13,93228330,93228590,260,0.087942025,0.499976283,0.412034258,0.970149254,1,0.9986733,cg07234958;cg14778311
GPC6;RP11-632L2.2,chr13,93227050,93227292,242,0.163225996,0.672142178,0.508916182,0.970149254,1,0.9986733,cg19824907;cg16792800;cg12989574
GPC6;RP11-632L2.2,chr13,93227417,93228331,914,0.136413898,0.662929321,0.526515423,0.985074627,1,0.9986733,cg18058689;cg07576142;cg07234958
GPC6;RP11-632L2.2,chr13,93227050,93227517,467,0.159885447,0.700746175,0.540860728,0.970149254,1,0.9986733,cg19824907;cg16792800;cg12989574;cg18058689;cg07576142
LONRF2,chr2,100321982,100322352,370,0.036695451,0.489007392,0.452311941,0.985074627,1,0.998341625,cg14348439;cg23977631;cg14997226
PDX1,chr13,27924314,27924909,595,0.16770664,0.627773807,0.460067168,0.985074627,1,0.998341625,cg24601716;cg12815918;cg15961466;cg26299169;cg00184376
FGF12,chr3,192409060,192409568,508,0.154103724,0.595470059,0.441366335,0.985074627,0.977777778,0.998341625,cg16366473;cg15048660;cg23207710;cg01257828;cg10511904;cg16376000;cg17393267
FGF12,chr3,192409146,192410203,1057,0.185421205,0.6114251,0.426003896,0.970149254,1,0.998341625,cg15048660;cg23207710;cg01257828;cg10511904;cg16376000;cg17393267;cg08002883;cg01255414
GDF6,chr8,96160597,96160807,210,0.130293072,0.558169259,0.427876187,1,0.977777778,0.998341625,cg05701791;cg00421139;cg21859781
GDF6,chr8,96160597,96161108,511,0.104713785,0.515956615,0.41124283,1,0.977777778,0.998341625,cg05701791;cg00421139;cg21859781;cg19939997
SOX21;SOX21-AS1,chr13,94712332,94713797,1465,0.112813277,0.388424253,0.275610976,0.970149254,1,0.998341625,cg16201674;cg15482872;cg27442308;cg19063972;cg00800383;cg19184934;cg18368297;cg27253670;cg23333915;cg11699435;cg08751265;cg19034505
CPNE5,chr6,36840206,36840921,715,0.147775494,0.434965278,0.287189784,0.985074627,1,0.998341625,cg18237405;cg12855522;cg07722358;cg01258201;cg24310500
CPNE5,chr6,36839983,36840921,938,0.125291293,0.366243495,0.240952202,0.985074627,1,0.998341625,cg20626099;cg18237405;cg12855522;cg07722358;cg01258201;cg24310500
GFRA1,chr10,116271458,116272359,901,0.13565758,0.557419819,0.421762239,0.985074627,1,0.998341625,cg13320291;cg06974458;cg01322975;cg24792682;cg27034576;cg06298519;cg19485539
GRIN2D;GRWD1,chr19,48443307,48444304,997,0.197807577,0.673192636,0.47538506,0.970149254,1,0.998341625,cg04419610;cg04988514
FLI1;SENCR,chr11,128693588,128694862,1274,0.071157278,0.502170237,0.43101296,1,0.955555556,0.998341625,cg09037089;cg18142615;cg08590601;cg19897940;cg13755070;cg02526522;cg06172475;cg06072021;cg17872757;cg02216246
RP11-936I5.1;SEPT9,chr17,77372973,77374203,1230,0.139551359,0.556468074,0.416916715,0.985074627,1,0.998341625,cg16779463;cg17300544;cg03804136;cg15044248;cg02884239;cg20275528;cg12783819;cg05184938;cg02320862
RP11-936I5.1;SEPT9,chr17,77372969,77374203,1234,0.131185676,0.54141795,0.410232275,0.985074627,1,0.998341625,cg19554255;cg16779463;cg17300544;cg03804136;cg15044248;cg02884239;cg20275528;cg12783819;cg05184938;cg02320862
RP11-936I5.1;SEPT9,chr17,77372820,77374203,1383,0.121389534,0.532566593,0.411177058,0.985074627,1,0.998341625,cg06848185;cg19554255;cg16779463;cg17300544;cg03804136;cg15044248;cg02884239;cg20275528;cg12783819;cg05184938;cg02320862
GPC6;RP11-632L2.2,chr13,93227050,93227418,368,0.16578005,0.682116992,0.516336942,0.970149254,1,0.998341625,cg19824907;cg16792800;cg12989574;cg18058689
PDX1,chr13,27924314,27924742,428,0.12587038,0.58641784,0.46054746,0.970149254,1,0.99800995,cg24601716;cg12815918;cg15961466
CHST2;RP11-80H8.4,chr3,143119153,143121062,1909,0.04915357,0.371627886,0.322474316,1,0.955555556,0.99800995,cg19442495;cg19788429;cg07399369;cg10886442;cg17815252;cg00995327;cg08858437;cg09638407;cg08774368;cg23749856;cg18507129
LRRC4;SND1,chr7,128031142,128032406,1264,0.065755094,0.447434374,0.38167928,1,0.955555556,0.99800995,cg06945399;cg27573591;cg15087147;cg04153784;cg12628196
MIR137HG;MIR2682;MIR137,chr1,98045475,98046074,599,0.140993712,0.5164768,0.375483088,0.985074627,1,0.99800995,cg00091285;cg09022943;cg04282138;cg04763554;cg19050990;cg04293733
FGF12,chr3,192409171,192409568,397,0.172494903,0.590428953,0.417934049,0.970149254,1,0.99800995,cg23207710;cg01257828;cg10511904;cg16376000;cg17393267
KCNQ5,chr6,72621386,72621678,292,0.195477876,0.596760666,0.40128279,0.985074627,1,0.99800995,cg05447008;cg04377145;cg11008243;cg09303936;cg00852573
NALCN,chr13,101416179,101416907,728,0.191116291,0.614324713,0.423208422,0.985074627,1,0.99800995,cg25201811;cg05673756;cg10774877;cg15202954;cg23056157;cg01105058;cg18115507;cg04117435;cg18686498
CPNE5,chr6,36840431,36840719,288,0.105971618,0.438162227,0.332190609,0.985074627,1,0.99800995,cg12855522;cg07722358;cg01258201
GFRA1,chr10,116271336,116272353,1017,0.165252406,0.553965973,0.388713567,0.970149254,1,0.99800995,cg23906261;cg13320291;cg06974458;cg01322975;cg24792682;cg27034576;cg06298519
GFRA1,chr10,116271336,116272359,1023,0.155787352,0.556875498,0.401088146,0.985074627,1,0.99800995,cg23906261;cg13320291;cg06974458;cg01322975;cg24792682;cg27034576;cg06298519;cg19485539
GFRA1,chr10,116271458,116272439,981,0.126016612,0.543807822,0.417791211,0.970149254,1,0.99800995,cg13320291;cg06974458;cg01322975;cg24792682;cg27034576;cg06298519;cg19485539;cg17256532
GFRA1,chr10,116271336,116272439,1103,0.144980961,0.544836425,0.399855464,0.985074627,1,0.99800995,cg23906261;cg13320291;cg06974458;cg01322975;cg24792682;cg27034576;cg06298519;cg19485539;cg17256532
GFRA1,chr10,116271336,116272522,1186,0.140626041,0.536020684,0.395394643,0.985074627,1,0.99800995,cg23906261;cg13320291;cg06974458;cg01322975;cg24792682;cg27034576;cg06298519;cg19485539;cg17256532;cg06039355
FLI1;SENCR,chr11,128694211,128694862,651,0.103476437,0.610445268,0.506968831,0.970149254,1,0.99800995,cg06072021;cg17872757;cg02216246
FLI1;SENCR,chr11,128694211,128694980,769,0.088504484,0.636334943,0.547830459,0.970149254,1,0.99800995,cg06072021;cg17872757;cg02216246;cg11017065
CDH20,chr18,61333925,61334444,519,0.096316592,0.446569187,0.350252595,0.985074627,1,0.99800995,cg18044383;cg12816979;cg04908789
ITGA4,chr2,181457331,181457553,222,0.083253878,0.595329225,0.512075346,0.985074627,1,0.99800995,cg10526659;cg06952671;cg21995919
ITGA4,chr2,181457059,181457553,494,0.14840941,0.631907367,0.483497957,0.985074627,0.977777778,0.99800995,cg25652029;cg20415809;cg10526659;cg06952671;cg21995919
TRBC2;TRBJ2-4;TRBJ2-5;TRBJ2-6;TRBJ2-7;TRBJ2-3,chr7,142797089,142797302,213,0.078696849,0.628458023,0.549761175,0.970149254,1,0.99800995,cg12652174;cg21621906;cg08430489;cg09493063
GPC6;RP11-632L2.2,chr13,93227516,93228331,815,0.117899742,0.638373265,0.520473523,0.985074627,1,0.99800995,cg07576142;cg07234958
PDX1,chr13,27924407,27924742,335,0.105181789,0.603995415,0.498813626,0.970149254,1,0.997678275,cg12815918;cg15961466
PDX1,chr13,27924407,27924909,502,0.167821409,0.646901587,0.479080177,0.985074627,1,0.997678275,cg12815918;cg15961466;cg26299169;cg00184376
FGF12,chr3,192409171,192409539,368,0.172364151,0.582281032,0.409916881,0.985074627,1,0.997678275,cg23207710;cg01257828;cg10511904
SOX21;SOX21-AS1,chr13,94712379,94713797,1418,0.112026184,0.370342714,0.25831653,1,0.955555556,0.997678275,cg15482872;cg27442308;cg19063972;cg00800383;cg19184934;cg18368297;cg27253670;cg23333915;cg11699435;cg08751265;cg19034505
KCNQ5,chr6,72621386,72621925,539,0.179114665,0.571737518,0.392622852,0.985074627,1,0.997678275,cg05447008;cg04377145;cg11008243;cg09303936;cg00852573;cg15717808
RSPO2,chr8,108083344,108083555,211,0.161333315,0.546918752,0.385585437,0.955223881,1,0.997678275,cg04050867;cg14733048
MAFB,chr20,40687994,40688843,849,0.117438806,0.448662537,0.331223732,1,0.977777778,0.997678275,cg14102676;cg24033330;cg02497758;cg16844989
CHST2;RP11-80H8.4,chr3,143120995,143121399,404,0.18835088,0.600019542,0.411668662,0.970149254,1,0.997678275,cg23749856;cg18507129;cg17373442;cg22536150;cg14473344
CHST2;RP11-80H8.4,chr3,143119161,143121399,2238,0.099116316,0.439868975,0.340752659,0.970149254,1,0.997678275,cg19788429;cg07399369;cg10886442;cg17815252;cg00995327;cg08858437;cg09638407;cg08774368;cg23749856;cg18507129;cg17373442;cg22536150;cg14473344
GFRA1,chr10,116271458,116271745,287,0.188192736,0.590002451,0.401809715,0.985074627,1,0.997678275,cg13320291;cg06974458;cg01322975
GRIN2D;GRWD1,chr19,48443307,48444316,1009,0.189038344,0.634232002,0.445193658,0.955223881,1,0.997678275,cg04419610;cg04988514;cg16875863
FLI1;SENCR,chr11,128694285,128694980,695,0.104657656,0.650171055,0.5455134,0.955223881,1,0.997678275,cg17872757;cg02216246;cg11017065
FLI1;SENCR,chr11,128694008,128694980,972,0.083679335,0.606731208,0.523051872,0.985074627,1,0.997678275,cg06172475;cg06072021;cg17872757;cg02216246;cg11017065
FLI1;SENCR,chr11,128693821,128694980,1159,0.081757663,0.612086487,0.530328823,0.985074627,1,0.997678275,cg02526522;cg06172475;cg06072021;cg17872757;cg02216246;cg11017065
RP11-936I5.1;SEPT9,chr17,77373142,77374203,1061,0.192208839,0.58340073,0.391191891,0.970149254,1,0.997678275,cg15044248;cg02884239;cg20275528;cg12783819;cg05184938;cg02320862
RP11-936I5.1;SEPT9,chr17,77373137,77374203,1066,0.17054594,0.571963734,0.401417794,0.970149254,1,0.997678275,cg03804136;cg15044248;cg02884239;cg20275528;cg12783819;cg05184938;cg02320862
RP11-936I5.1;SEPT9,chr17,77373009,77374203,1194,0.154537624,0.576044742,0.421507118,0.970149254,1,0.997678275,cg17300544;cg03804136;cg15044248;cg02884239;cg20275528;cg12783819;cg05184938;cg02320862
ITGA4,chr2,181457059,181457542,483,0.168930373,0.644856196,0.475925824,0.955223881,1,0.997678275,cg25652029;cg20415809;cg10526659;cg06952671
GPC6;RP11-632L2.2,chr13,93227291,93228331,1040,0.145437695,0.654865583,0.509427888,0.985074627,1,0.997678275,cg12989574;cg18058689;cg07576142;cg07234958
GPC6;RP11-632L2.2,chr13,93227417,93228590,1173,0.121408325,0.621814227,0.500405902,0.985074627,1,0.997678275,cg18058689;cg07576142;cg07234958;cg14778311
GPC6;RP11-632L2.2,chr13,93227291,93228590,1299,0.131628476,0.623586255,0.491957778,0.985074627,1,0.997678275,cg12989574;cg18058689;cg07576142;cg07234958;cg14778311
CHST2;RP11-80H8.4,chr3,143120736,143121399,663,0.161559269,0.58562318,0.424063911,0.970149254,1,0.9973466,cg08774368;cg23749856;cg18507129;cg17373442;cg22536150;cg14473344
GFRA1,chr10,116271458,116272353,895,0.143345181,0.554116094,0.410770913,0.970149254,1,0.9973466,cg13320291;cg06974458;cg01322975;cg24792682;cg27034576;cg06298519
GFRA1,chr10,116271336,116272570,1234,0.131188132,0.533289403,0.402101272,0.970149254,1,0.9973466,cg23906261;cg13320291;cg06974458;cg01322975;cg24792682;cg27034576;cg06298519;cg19485539;cg17256532;cg06039355;cg18044663
GFRA1,chr10,116271336,116272819,1483,0.124104684,0.527048089,0.402943404,0.970149254,1,0.9973466,cg23906261;cg13320291;cg06974458;cg01322975;cg24792682;cg27034576;cg06298519;cg19485539;cg17256532;cg06039355;cg18044663;cg19236679
CBLN2,chr18,72543198,72544281,1083,0.111644562,0.464237933,0.352593372,0.985074627,1,0.9973466,cg03561455;cg01908010;cg19202058;cg21529405;cg18596362;cg21902544
FLI1;SENCR,chr11,128694285,128694862,577,0.13519217,0.618254598,0.483062428,0.970149254,0.977777778,0.9973466,cg17872757;cg02216246
FLI1;SENCR,chr11,128693132,128693791,659,0.056576409,0.400120287,0.343543879,0.970149254,1,0.9973466,cg27028555;cg09037089;cg18142615;cg08590601;cg19897940
CDH20,chr18,61333925,61334459,534,0.089101418,0.417473499,0.328372081,0.985074627,1,0.9973466,cg18044383;cg12816979;cg04908789;cg02278437
CDH20,chr18,61333567,61334444,877,0.164292612,0.496681272,0.332388659,0.985074627,1,0.9973466,cg15264806;cg23085662;cg18044383;cg12816979;cg04908789
LPHN3,chr4,61201471,61201676,205,0.177354142,0.611993796,0.434639654,0.985074627,1,0.9973466,cg21585438;cg18242907
LPHN3,chr4,61201471,61202468,997,0.174845211,0.560626934,0.385781723,0.985074627,1,0.9973466,cg21585438;cg18242907;cg10870083
ITGA4,chr2,181457331,181457542,211,0.091718038,0.602937811,0.511219774,0.970149254,1,0.9973466,cg10526659;cg06952671
TRBC2;TRBJ2-4;TRBJ2-5;TRBJ2-6;TRBJ2-7;TRBJ2-3,chr7,142797089,142797415,326,0.070574254,0.546311016,0.475736761,0.985074627,0.977777778,0.9973466,cg12652174;cg21621906;cg08430489;cg09493063;cg10218490
PDX1,chr13,27924247,27924742,495,0.114946711,0.604643557,0.489696847,0.970149254,1,0.997014925,cg09975620;cg24601716;cg12815918;cg15961466
FGF12,chr3,192409146,192409539,393,0.165829362,0.601683613,0.435854251,0.970149254,1,0.997014925,cg15048660;cg23207710;cg01257828;cg10511904
FGF12,chr3,192409060,192409539,479,0.1466688,0.592597748,0.445928948,0.970149254,1,0.997014925,cg16366473;cg15048660;cg23207710;cg01257828;cg10511904
KCNQ5,chr6,72621510,72621953,443,0.169022139,0.538603382,0.369581243,0.955223881,1,0.997014925,cg11008243;cg09303936;cg00852573;cg15717808;cg03786924
KCNQ5,chr6,72621386,72621953,567,0.173058803,0.557168637,0.384109834,0.985074627,1,0.997014925,cg05447008;cg04377145;cg11008243;cg09303936;cg00852573;cg15717808;cg03786924
