geneSymbol,chr,Start,End,Width,betaN,betaC,dltBeta,senesitivity,specificity,AUC,probeIds
GHSR,chr3,172448094,172448728,634,0.0925646310132193,0.573377955439362,0.480813324426142,0.684579439252336,1,0.998628606257619,cg10109500;cg07852825;cg15987088;cg24599434;cg17152757;cg14768785
NKX2-6;RP11-175E9.1,chr8,23705405,23706060,655,0.171229480944506,0.609301837987827,0.438072357043321,0.803738317757009,1,0.99857781389679,cg14451926;cg00425918;cg01336781;cg03330710
POU4F2;AC093887.1,chr4,146639130,146640624,1494,0.136871793645543,0.576004603176114,0.439132809530572,0.75,1,0.99857781389679,cg02610222;cg14631165;cg25406138;cg06083330;cg19134568;cg00505045;cg16887264
POU4F2;AC093887.1,chr4,146638974,146640749,1775,0.129229963600622,0.568398149017995,0.439168185417373,0.710280373831776,1,0.99857781389679,cg24199834;cg02610222;cg14631165;cg25406138;cg06083330;cg19134568;cg00505045;cg16887264;cg19555331
POU4F2;AC093887.1,chr4,146639134,146640749,1615,0.143067874909638,0.607863883843157,0.464796008933518,0.808411214953271,1,0.998527021535961,cg14631165;cg25406138;cg06083330;cg19134568;cg00505045;cg16887264;cg19555331
POU4F2;AC093887.1,chr4,146638427,146640749,2322,0.127667993012884,0.56393030355252,0.436262310539636,0.689252336448598,1,0.998527021535961,cg13262687;cg12935979;cg24199834;cg02610222;cg14631165;cg25406138;cg06083330;cg19134568;cg00505045;cg16887264;cg19555331
GHSR,chr3,172447727,172448453,726,0.129598828999148,0.532008034105053,0.402409205105905,0.616822429906542,1,0.998527021535961,cg18875012;cg03587978;cg10109500;cg07852825;cg15987088;cg24599434
POU4F2;AC093887.1,chr4,146639134,146640624,1490,0.147328013898242,0.604266924983722,0.45693891108548,0.815420560747664,1,0.998476229175132,cg14631165;cg25406138;cg06083330;cg19134568;cg00505045;cg16887264
POU4F2;AC093887.1,chr4,146638427,146640624,2197,0.128684088216371,0.557378770207796,0.428694681991425,0.677570093457944,1,0.998476229175132,cg13262687;cg12935979;cg24199834;cg02610222;cg14631165;cg25406138;cg06083330;cg19134568;cg00505045;cg16887264
NKX2-6;RP11-175E9.1,chr8,23705405,23706347,942,0.158180748046982,0.615567340988606,0.457386592941624,0.810747663551402,1,0.998425436814303,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619
POU4F2;AC093887.1,chr4,146639618,146640749,1131,0.140124992734427,0.639195988264664,0.499070995530237,0.85981308411215,1,0.998425436814303,cg25406138;cg06083330;cg19134568;cg00505045;cg16887264;cg19555331
POU4F2;AC093887.1,chr4,146639134,146640518,1384,0.165089487547115,0.599860908248456,0.434771420701341,0.80607476635514,1,0.998374644453474,cg14631165;cg25406138;cg06083330;cg19134568;cg00505045
GHSR,chr3,172448094,172448445,351,0.122209911348565,0.576688939699534,0.454479028350969,0.707943925233645,1,0.998374644453474,cg10109500;cg07852825;cg15987088
GHSR,chr3,172447906,172448445,539,0.144512949474072,0.566685832754513,0.422172883280441,0.686915887850467,1,0.998323852092645,cg03587978;cg10109500;cg07852825;cg15987088
POU4F2;AC093887.1,chr4,146639618,146640052,434,0.102539310547948,0.68396386258481,0.581424552036861,0.866822429906542,1,0.998273059731816,cg25406138;cg06083330
POU4F2;AC093887.1,chr4,146639618,146640624,1006,0.14464858308571,0.641146058517644,0.496497475431934,0.864485981308411,1,0.998273059731816,cg25406138;cg06083330;cg19134568;cg00505045;cg16887264
POU4F2;AC093887.1,chr4,146639130,146640518,1388,0.14993031831082,0.567622535595457,0.417692217284638,0.710280373831776,1,0.998273059731816,cg02610222;cg14631165;cg25406138;cg06083330;cg19134568;cg00505045
POU4F2;AC093887.1,chr4,146638974,146640624,1650,0.130695328928448,0.560767213020274,0.430071884091826,0.69392523364486,1,0.998273059731816,cg24199834;cg02610222;cg14631165;cg25406138;cg06083330;cg19134568;cg00505045;cg16887264
NKX2-6;RP11-175E9.1,chr8,23705633,23706060,427,0.16083988606553,0.578421896034015,0.417582009968485,0.717289719626168,1,0.998222267370987,cg00425918;cg01336781;cg03330710
GHSR,chr3,172447727,172448445,718,0.145253730870309,0.536085706053946,0.390831975183637,0.630841121495327,1,0.998222267370987,cg18875012;cg03587978;cg10109500;cg07852825;cg15987088
NKX2-6;RP11-175E9.1,chr8,23705633,23706347,714,0.147126368663369,0.593973760273441,0.446847391610072,0.759345794392523,1,0.998171475010158,cg00425918;cg01336781;cg03330710;cg13021619
NKX2-6;RP11-175E9.1,chr8,23705405,23706413,1008,0.148459220691571,0.631986519924181,0.48352729923261,0.841121495327103,1,0.998171475010158,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146
POU4F2;AC093887.1,chr4,146639618,146640518,900,0.166180567443668,0.644858320982041,0.478677753538374,0.873831775700935,1,0.998171475010158,cg25406138;cg06083330;cg19134568;cg00505045
POU4F2;AC093887.1,chr4,146638496,146640518,2022,0.137857339479538,0.548426115062739,0.410568775583201,0.670560747663551,1,0.998171475010158,cg12935979;cg24199834;cg02610222;cg14631165;cg25406138;cg06083330;cg19134568;cg00505045
POU4F2;AC093887.1,chr4,146639134,146640052,918,0.121934596352267,0.595932994161244,0.473998397808977,0.757009345794392,1,0.99812068264933,cg14631165;cg25406138;cg06083330
NKX2-6;RP11-175E9.1,chr8,23705405,23706458,1053,0.146758810741925,0.635950548050794,0.489191737308868,0.848130841121495,1,0.998069890288501,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847
POU4F2;AC093887.1,chr4,146639618,146640188,570,0.154170729500244,0.653298988201785,0.499128258701541,0.873831775700935,1,0.997968305566843,cg25406138;cg06083330;cg19134568
POU4F2;AC093887.1,chr4,146639134,146640188,1054,0.155809339115409,0.594942055479867,0.439132716364458,0.780373831775701,1,0.997968305566843,cg14631165;cg25406138;cg06083330;cg19134568
GHSR,chr3,172447906,172448393,487,0.181947927106202,0.608308150720888,0.426360223614686,0.813084112149533,1,0.997917513206014,cg03587978;cg10109500;cg07852825
NKX2-6;RP11-175E9.1,chr8,23705633,23706413,780,0.137671411713598,0.617995491139164,0.480324079425565,0.808411214953271,1,0.997866720845185,cg00425918;cg01336781;cg03330710;cg13021619;cg14428146
PON3,chr7,95396517,95396755,238,0.192788075887628,0.671680237069321,0.478892161181693,0.932242990654206,1,0.997815928484356,cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512
EOMES,chr3,27723792,27724056,264,0.177334930413235,0.642921147379358,0.465586216966122,0.85981308411215,1,0.997815928484356,cg15540820;cg24961583;cg16840358;cg21188820
HIST2H2BB;HIST2H3PS2;RP5-998N21.10;RP5-998N21.7,chr1,143905335,143905717,382,0.158602811740468,0.454995266146414,0.296392454405947,0.296728971962617,1,0.997815928484356,cg16519842;cg15157455
NKX2-6;RP11-175E9.1,chr8,23705405,23706496,1091,0.153058425618619,0.629609136769074,0.476550711150456,0.848130841121495,1,0.997765136123527,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514
PON3,chr7,95396428,95396644,216,0.190081260265074,0.678637445806116,0.488556185541042,0.936915887850467,1,0.997765136123527,cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105
POU4F2;AC093887.1,chr4,146639130,146640052,922,0.109984565296536,0.54855741370355,0.438572848407014,0.672897196261682,1,0.997714343762698,cg02610222;cg14631165;cg25406138;cg06083330
POU4F2;AC093887.1,chr4,146639130,146640188,1058,0.139474365718196,0.557239778849987,0.417765413131791,0.69392523364486,1,0.997714343762698,cg02610222;cg14631165;cg25406138;cg06083330;cg19134568
PON3,chr7,95396517,95396762,245,0.190832727681697,0.681842971498204,0.491010243816506,0.934579439252336,1,0.997714343762698,cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506
GHSR,chr3,172447727,172448393,666,0.173515159443465,0.559652412853585,0.38613725341012,0.696261682242991,1,0.997714343762698,cg18875012;cg03587978;cg10109500;cg07852825
EOMES,chr3,27723741,27724056,315,0.160541223172467,0.638944843223865,0.478403620051398,0.848130841121495,1,0.997714343762698,cg06014401;cg15540820;cg24961583;cg16840358;cg21188820
POU4F2;AC093887.1,chr4,146640517,146640749,232,0.126079255968611,0.625092988327544,0.499013732358933,0.83411214953271,1,0.997663551401869,cg00505045;cg16887264;cg19555331
PON3,chr7,95396424,95396644,220,0.195040536008224,0.673504122030805,0.478463586022581,0.936915887850467,1,0.997663551401869,cg07121856;cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105
PON3,chr7,95396428,95396755,327,0.191335749376538,0.673521343082261,0.482185593705723,0.934579439252336,1,0.997663551401869,cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512
PON3,chr7,95396428,95396762,334,0.189759031694721,0.682350317462053,0.492591285767332,0.936915887850467,1,0.997663551401869,cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506
PON3,chr7,95396428,95396795,367,0.199732045750371,0.705997635351811,0.506265589601439,0.955607476635514,1,0.997663551401869,cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563;cg03301582;cg08898155;cg04080282
GHSR,chr3,172448094,172448393,299,0.167210858734006,0.644123970121607,0.476913111387601,0.843457943925234,1,0.997663551401869,cg10109500;cg07852825
NKX2-6;RP11-175E9.1,chr8,23705633,23706458,825,0.137485568268674,0.624952028751048,0.487466460482375,0.829439252336449,1,0.99761275904104,cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847
NKX2-6;RP11-175E9.1,chr8,23705405,23706513,1108,0.15722336226505,0.636221665076099,0.478998302811049,0.86214953271028,1,0.99761275904104,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260
POU4F2;AC093887.1,chr4,146638496,146640188,1692,0.128664090651767,0.538267514454157,0.40960342380239,0.656542056074766,1,0.99761275904104,cg12935979;cg24199834;cg02610222;cg14631165;cg25406138;cg06083330;cg19134568
POU4F2;AC093887.1,chr4,146638974,146640518,1544,0.141005997967672,0.551405813643162,0.41039981567549,0.670560747663551,1,0.99761275904104,cg24199834;cg02610222;cg14631165;cg25406138;cg06083330;cg19134568;cg00505045
PON3,chr7,95396424,95396755,331,0.195604606802508,0.669526844473524,0.473922237671016,0.934579439252336,1,0.99761275904104,cg07121856;cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512
PON3,chr7,95396517,95396779,262,0.195328827378016,0.691386369654077,0.496057542276061,0.941588785046729,1,0.99761275904104,cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563
PON3,chr7,95396428,95396779,351,0.193912891020105,0.690888641205954,0.496975750185848,0.941588785046729,1,0.99761275904104,cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563
PON3,chr7,95396424,95396762,338,0.193758675146276,0.67787237127621,0.484113696129935,0.936915887850467,1,0.997561966680211,cg07121856;cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506
PON3,chr7,95396517,95396784,267,0.196471051082782,0.691473271217161,0.495002220134379,0.941588785046729,1,0.997561966680211,cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563;cg03301582
PON3,chr7,95396524,95396786,262,0.199966907188352,0.698283652892867,0.498316745704515,0.946261682242991,1,0.997561966680211,cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563;cg03301582;cg08898155
PON3,chr7,95396517,95396786,269,0.194254343718313,0.698049331829314,0.503794988111001,0.946261682242991,1,0.997561966680211,cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563;cg03301582;cg08898155
PON3,chr7,95396428,95396786,358,0.193163937058362,0.697079311274608,0.503915374216246,0.946261682242991,1,0.997561966680211,cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563;cg03301582;cg08898155
PON3,chr7,95396524,95396762,238,0.198504730347951,0.679862521541693,0.481357791193742,0.929906542056075,1,0.997511174319382,cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506
PON3,chr7,95396424,95396779,355,0.197171306946484,0.686041569787561,0.488870262841076,0.941588785046729,1,0.997511174319382,cg07121856;cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563
PON3,chr7,95396424,95396786,362,0.195978670070048,0.692501737761456,0.496523067691408,0.946261682242991,1,0.997511174319382,cg07121856;cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563;cg03301582;cg08898155
NKX2-6;RP11-175E9.1,chr8,23705669,23706413,744,0.135980487961241,0.613845494747968,0.477865006786727,0.794392523364486,1,0.997511174319382,cg01336781;cg03330710;cg13021619;cg14428146
NKX2-6;RP11-175E9.1,chr8,23705669,23706347,678,0.148023455976815,0.580433188129939,0.432409732153124,0.731308411214953,1,0.997460381958553,cg01336781;cg03330710;cg13021619
NKX2-6;RP11-175E9.1,chr8,23705633,23706496,863,0.146009877052502,0.619275918614762,0.473266041562259,0.829439252336449,1,0.997460381958553,cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514
POU4F2;AC093887.1,chr4,146638427,146640518,2091,0.13648002627887,0.549721188157545,0.413241161878675,0.66588785046729,1,0.997460381958553,cg13262687;cg12935979;cg24199834;cg02610222;cg14631165;cg25406138;cg06083330;cg19134568;cg00505045
PON3,chr7,95396428,95396784,356,0.195079997693339,0.691012890667678,0.495932892974339,0.94392523364486,1,0.997460381958553,cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563;cg03301582
PON3,chr7,95396424,95396784,360,0.19796962006975,0.686559387745674,0.488589767675923,0.94392523364486,1,0.997460381958553,cg07121856;cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563;cg03301582
EOMES,chr3,27723741,27723994,253,0.163080748316935,0.655873514065048,0.492792765748113,0.857476635514019,1,0.997409589597725,cg06014401;cg15540820;cg24961583;cg16840358
RP11-2H3.7,chr4,386368,386608,240,0.187101578434376,0.628405660046451,0.441304081612075,0.918224299065421,1,0.997409589597725,cg08668316;cg23536681;cg06594404
POU4F2;AC093887.1,chr4,146640051,146640749,698,0.1448389459067,0.640173444537099,0.495334498630399,0.866822429906542,1,0.997409589597724,cg06083330;cg19134568;cg00505045;cg16887264;cg19555331
NKX2-6;RP11-175E9.1,chr8,23705405,23706519,1114,0.152901354990366,0.625755532852422,0.472854177862056,0.850467289719626,1,0.997308004876067,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546
TTC6,chr14,37611109,37611465,356,0.165301020703447,0.635086037396759,0.469785016693311,0.845794392523365,1,0.997308004876067,cg01075271;cg05168491;cg18294691
NKX2-6;RP11-175E9.1,chr8,23705669,23706458,789,0.136095660577803,0.623023339160469,0.486927678582666,0.831775700934579,1,0.997257212515238,cg01336781;cg03330710;cg13021619;cg14428146;cg15854847
NKX2-6;RP11-175E9.1,chr8,23705633,23706513,880,0.151576499350502,0.628006665229454,0.476430165878952,0.845794392523365,1,0.997257212515238,cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260
NKX2-6;RP11-175E9.1,chr8,23705669,23706496,827,0.146272338774081,0.616722658933231,0.470450320159149,0.827102803738318,1,0.997206420154409,cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514
DLX2-AS1,chr2,172108112,172108468,356,0.147338915169785,0.736252307429474,0.588913392259689,0.941588785046729,1,0.997206420154409,cg20935165;cg12021814
POU4F2;AC093887.1,chr4,146640187,146640749,562,0.158917833827667,0.616812051104591,0.457894217276924,0.841121495327103,1,0.99715562779358,cg19134568;cg00505045;cg16887264;cg19555331
NETO1;RP11-676J15.1,chr18,72868171,72869573,1402,0.156369748332153,0.674911002469495,0.518541254137342,0.899532710280374,1,0.99715562779358,cg24863335;cg21922574;cg13644317;cg06544405
AC003006.7;ZNF154;ZNF551,chr19,57708927,57709127,200,0.137103585546066,0.724580512752064,0.587476927205998,0.962616822429907,1,0.997104835432751,cg11294513;cg05661282;cg21790626
EOMES,chr3,27723792,27723994,202,0.186318866352782,0.666818143219432,0.48049927686665,0.88785046728972,1,0.997104835432751,cg15540820;cg24961583;cg16840358
DLX2-AS1,chr2,172108112,172108514,402,0.180808640655523,0.747071936928125,0.566263296272602,0.957943925233645,1,0.997104835432751,cg20935165;cg12021814;cg17518215
POU4F2;AC093887.1,chr4,146638974,146640188,1214,0.130805317416628,0.540050729363221,0.409245411946593,0.649532710280374,1,0.997054043071922,cg24199834;cg02610222;cg14631165;cg25406138;cg06083330;cg19134568
NETO1;RP11-676J15.1,chr18,72869226,72869573,347,0.192510545022437,0.70680329047433,0.514292745451894,0.927570093457944,1,0.997003250711093,cg13644317;cg06544405
NETO1;RP11-676J15.1,chr18,72868101,72869573,1472,0.14847319687428,0.638376312464448,0.489903115590168,0.857476635514019,1,0.997003250711093,cg12921750;cg24863335;cg21922574;cg13644317;cg06544405
NKX2-6;RP11-175E9.1,chr8,23705405,23707079,1674,0.149417574957495,0.638636259753761,0.489218684796266,0.873831775700935,1,0.996952458350264,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546;cg03694713;cg22747746;cg10603004;cg03749016
NKX2-6;RP11-175E9.1,chr8,23705405,23707205,1800,0.158181236411042,0.638373577892364,0.480192341481322,0.878504672897196,1,0.996952458350264,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546;cg03694713;cg22747746;cg10603004;cg03749016;cg16544169
NETO1;RP11-676J15.1,chr18,72868690,72869573,883,0.151169675741874,0.663623345602511,0.512453669860637,0.876168224299065,1,0.996952458350264,cg21922574;cg13644317;cg06544405
NXPH1,chr7,8442364,8442606,242,0.150411555382116,0.645414529228351,0.495002973846235,0.841121495327103,1,0.996952458350264,cg12265623;cg14094983;cg15285250;cg12597389
NKX2-6;RP11-175E9.1,chr8,23706059,23706413,354,0.152128606139165,0.640804078713635,0.48867547257447,0.85981308411215,1,0.996952458350264,cg03330710;cg13021619;cg14428146
NKX2-6;RP11-175E9.1,chr8,23705405,23706644,1239,0.155336831468165,0.632091860083432,0.476755028615267,0.864485981308411,1,0.996901665989435,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546;cg03694713
AC003006.7;ZNF154;ZNF551,chr19,57708927,57709149,222,0.139913764003222,0.730916174250832,0.59100241024761,0.962616822429907,1,0.996901665989435,cg11294513;cg05661282;cg21790626;cg27049766
NKX2-6;RP11-175E9.1,chr8,23705405,23706681,1276,0.152325078996098,0.636551180744328,0.48422610174823,0.871495327102804,1,0.996800081267777,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546;cg03694713;cg22747746
NKX2-6;RP11-175E9.1,chr8,23706059,23706458,399,0.148235542365386,0.645536738237844,0.497301195872458,0.871495327102804,1,0.996698496546119,cg03330710;cg13021619;cg14428146;cg15854847
POU4F2;AC093887.1,chr4,146640051,146640624,573,0.151671922138872,0.642855396421433,0.491183474282562,0.871495327102804,1,0.996698496546119,cg06083330;cg19134568;cg00505045;cg16887264
NKX2-6;RP11-175E9.1,chr8,23705669,23706513,844,0.152596698297284,0.627065406447383,0.474468708150099,0.852803738317757,1,0.99664770418529,cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260
NKX2-6;RP11-175E9.1,chr8,23705633,23706519,886,0.147401698258025,0.617290407186106,0.469888708928081,0.836448598130841,1,0.99664770418529,cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546
POU4F2;AC093887.1,chr4,146638496,146640052,1556,0.107202511192922,0.529317226957227,0.422114715764305,0.630841121495327,1,0.996596911824462,cg12935979;cg24199834;cg02610222;cg14631165;cg25406138;cg06083330
AC009487.5;SLC4A10,chr2,161427194,161427696,502,0.194561950997176,0.641262557768426,0.44670060677125,0.83411214953271,1,0.996596911824462,cg01419831;cg10945079;cg01983682;cg27404023;cg16653620;cg03457195
NKX2-6;RP11-175E9.1,chr8,23705669,23706060,391,0.169042275736781,0.550335105699049,0.381292829962268,0.642523364485981,1,0.996596911824462,cg01336781;cg03330710
NKX2-6;RP11-175E9.1,chr8,23705405,23706782,1377,0.154689097441229,0.640551985740508,0.48586288829928,0.883177570093458,1,0.996596911824462,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546;cg03694713;cg22747746;cg10603004
POU4F2;AC093887.1,chr4,146640187,146640624,437,0.172721431444218,0.612600855806201,0.439879424361982,0.829439252336449,1,0.996546119463633,cg19134568;cg00505045;cg16887264
ZIC1;ZIC4,chr3,147391129,147391704,575,0.182694077364918,0.662124797116259,0.479430719751341,0.89018691588785,1,0.996495327102804,cg15105326;cg08393041;cg17569743
NKX2-6;RP11-175E9.1,chr8,23705633,23706644,1011,0.150630688056838,0.625106879706849,0.474476191650011,0.852803738317757,1,0.996495327102804,cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546;cg03694713
POU4F2;AC093887.1,chr4,146640051,146640518,467,0.182722347633868,0.648374859008559,0.465652511374691,0.885514018691589,1,0.996444534741975,cg06083330;cg19134568;cg00505045
HTR1A;RP11-158J3.2,chr5,63961099,63961728,629,0.158636542730642,0.542143088730904,0.383506546000262,0.64018691588785,1,0.996444534741975,cg04799838;cg27615388;cg04427003;cg04694812
NETO1;RP11-676J15.1,chr18,72868171,72869227,1056,0.153607688023612,0.673455868181861,0.519848180158249,0.880841121495327,1,0.996444534741975,cg24863335;cg21922574;cg13644317
HIST2H2BB;HIST2H3PS2;RP5-998N21.10;RP5-998N21.7,chr1,143905335,143905777,442,0.148639876414027,0.462792896278222,0.314153019864194,0.350467289719626,1,0.996393742381146,cg16519842;cg15157455;cg24437737
NKX2-6;RP11-175E9.1,chr8,23706059,23706347,288,0.178267117251488,0.604164910769425,0.425897793517937,0.775700934579439,1,0.996342950020317,cg03330710;cg13021619
NKX2-6;RP11-175E9.1,chr8,23705633,23707079,1446,0.145342137217192,0.633766613284877,0.488424476067684,0.864485981308411,1,0.996342950020317,cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546;cg03694713;cg22747746;cg10603004;cg03749016
NKX2-6;RP11-175E9.1,chr8,23706059,23706496,437,0.158019579843404,0.633473242149683,0.47545366230628,0.864485981308411,1,0.996292157659488,cg03330710;cg13021619;cg14428146;cg15854847;cg05477514
