geneSymbol,chr,Start,End,Width,betaN,betaC,dltBeta,senesitivity,specificity,AUC,probeIds
NKX2-6;RP11-175E9.1,chr8,23705405,23705670,265,0.144789835,0.622340028,0.477550193,0.816229117,1,0.998599149,cg14451926;cg00425918;cg01336781
POU4F2;AC093887.1,chr4,146639134,146640624,1490,0.147328014,0.604105963,0.456777949,0.813842482,1,0.998599149,cg14631165;cg25406138;cg06083330;cg19134568;cg00505045;cg16887264
POU4F2;AC093887.1,chr4,146638974,146640749,1775,0.129229964,0.568008919,0.438778956,0.706443914,1,0.998599149,cg24199834;cg02610222;cg14631165;cg25406138;cg06083330;cg19134568;cg00505045;cg16887264;cg19555331
LINC00391,chr13,94701936,94702864,928,0.182385332,0.657167952,0.474782621,0.875894988,1,0.998599149,cg11762968;cg11432962;cg02671880
GHSR,chr3,172448094,172448469,375,0.102675643,0.563486681,0.460811038,0.665871122,1,0.998599149,cg10109500;cg07852825;cg15987088;cg24599434;cg17152757
GHSR,chr3,172448094,172448728,634,0.092564631,0.57327618,0.480711549,0.682577566,1,0.998599149,cg10109500;cg07852825;cg15987088;cg24599434;cg17152757;cg14768785
NKX2-6;RP11-175E9.1,chr8,23705405,23706060,655,0.171229481,0.608736595,0.437507114,0.799522673,1,0.998547266,cg14451926;cg00425918;cg01336781;cg03330710
POU4F2;AC093887.1,chr4,146639134,146640749,1615,0.143067875,0.607578463,0.464510588,0.806682578,1,0.998547266,cg14631165;cg25406138;cg06083330;cg19134568;cg00505045;cg16887264;cg19555331
POU4F2;AC093887.1,chr4,146638427,146640624,2197,0.128684088,0.557033707,0.428349619,0.673031026,1,0.998495382,cg13262687;cg12935979;cg24199834;cg02610222;cg14631165;cg25406138;cg06083330;cg19134568;cg00505045;cg16887264
POU4F2;AC093887.1,chr4,146638427,146640749,2322,0.127667993,0.563522776,0.435854783,0.6849642,1,0.998495382,cg13262687;cg12935979;cg24199834;cg02610222;cg14631165;cg25406138;cg06083330;cg19134568;cg00505045;cg16887264;cg19555331
GHSR,chr3,172447727,172448453,726,0.129598829,0.531731763,0.402132934,0.61575179,1,0.998495382,cg18875012;cg03587978;cg10109500;cg07852825;cg15987088;cg24599434
POU4F2;AC093887.1,chr4,146639134,146640518,1384,0.165089488,0.599685109,0.434595621,0.804295943,1,0.998443499,cg14631165;cg25406138;cg06083330;cg19134568;cg00505045
POU4F2;AC093887.1,chr4,146639618,146640749,1131,0.140124993,0.638810137,0.498685144,0.859188544,1,0.998443499,cg25406138;cg06083330;cg19134568;cg00505045;cg16887264;cg19555331
NKX2-6;RP11-175E9.1,chr8,23705405,23706347,942,0.158180748,0.614943481,0.456762733,0.806682578,1,0.998391616,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619
POU4F2;AC093887.1,chr4,146639130,146640518,1388,0.149930318,0.567480107,0.417549789,0.706443914,1,0.998391616,cg02610222;cg14631165;cg25406138;cg06083330;cg19134568;cg00505045
POU4F2;AC093887.1,chr4,146639618,146640624,1006,0.144648583,0.640889472,0.496240889,0.863961814,1,0.998339732,cg25406138;cg06083330;cg19134568;cg00505045;cg16887264
GHSR,chr3,172448094,172448445,351,0.122209911,0.575806103,0.453596192,0.706443914,1,0.998339732,cg10109500;cg07852825;cg15987088
POU4F2;AC093887.1,chr4,146638974,146640624,1650,0.130695329,0.560458352,0.429763023,0.68973747,1,0.998287849,cg24199834;cg02610222;cg14631165;cg25406138;cg06083330;cg19134568;cg00505045;cg16887264
GHSR,chr3,172447906,172448445,539,0.144512949,0.566105983,0.421593033,0.682577566,1,0.998287849,cg03587978;cg10109500;cg07852825;cg15987088
POU4F2;AC093887.1,chr4,146639618,146640052,434,0.102539311,0.683367232,0.580827921,0.866348449,1,0.998235966,cg25406138;cg06083330
POU4F2;AC093887.1,chr4,146639618,146640518,900,0.166180567,0.644559282,0.478378714,0.873508353,1,0.998235966,cg25406138;cg06083330;cg19134568;cg00505045
NKX2-6;RP11-175E9.1,chr8,23705633,23706060,427,0.160839886,0.577792103,0.416952217,0.715990453,1,0.998184082,cg00425918;cg01336781;cg03330710
POU4F2;AC093887.1,chr4,146638496,146640518,2022,0.137857339,0.548153844,0.410296505,0.665871122,1,0.998184082,cg12935979;cg24199834;cg02610222;cg14631165;cg25406138;cg06083330;cg19134568;cg00505045
GHSR,chr3,172447727,172448445,718,0.145253731,0.5357959,0.390542169,0.630071599,1,0.998184082,cg18875012;cg03587978;cg10109500;cg07852825;cg15987088
NKX2-6;RP11-175E9.1,chr8,23705633,23706347,714,0.147126369,0.593286834,0.446160465,0.758949881,1,0.998132199,cg00425918;cg01336781;cg03330710;cg13021619
NKX2-6;RP11-175E9.1,chr8,23705405,23706413,1008,0.148459221,0.631269493,0.482810272,0.837708831,1,0.998132199,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146
POU4F2;AC093887.1,chr4,146639134,146640052,918,0.121934596,0.59564096,0.473706364,0.754176611,1,0.998132199,cg14631165;cg25406138;cg06083330
POU4F2;AC093887.1,chr4,146639134,146640188,1054,0.155809339,0.594851466,0.439042127,0.778042959,1,0.998080315,cg14631165;cg25406138;cg06083330;cg19134568
NKX2-6;RP11-175E9.1,chr8,23705405,23706458,1053,0.146758811,0.635133184,0.488374373,0.844868735,1,0.998028432,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847
POU4F2;AC093887.1,chr4,146639618,146640188,570,0.15417073,0.653072483,0.498901753,0.873508353,1,0.998028432,cg25406138;cg06083330;cg19134568
POU4F2;AC093887.1,chr4,146639130,146640188,1058,0.139474366,0.557172193,0.417697827,0.68973747,1,0.997924665,cg02610222;cg14631165;cg25406138;cg06083330;cg19134568
GHSR,chr3,172447906,172448393,487,0.181947927,0.607872961,0.425925034,0.811455847,1,0.997872782,cg03587978;cg10109500;cg07852825
NKX2-6;RP11-175E9.1,chr8,23705633,23706413,780,0.137671412,0.617209377,0.479537966,0.806682578,1,0.997820899,cg00425918;cg01336781;cg03330710;cg13021619;cg14428146
POU4F2;AC093887.1,chr4,146639130,146640052,922,0.109984565,0.548344494,0.438359929,0.668257757,1,0.997769015,cg02610222;cg14631165;cg25406138;cg06083330
PON3,chr7,95396517,95396755,238,0.192788076,0.670805413,0.478017337,0.933174224,1,0.997769015,cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512
EOMES,chr3,27723792,27724056,264,0.17733493,0.642871538,0.465536607,0.859188544,1,0.997769015,cg15540820;cg24961583;cg16840358;cg21188820
HIST2H2BB;HIST2H3PS2;RP5-998N21.10;RP5-998N21.7,chr1,143905335,143905717,382,0.158602812,0.454729484,0.296126672,0.291169451,1,0.997769015,cg16519842;cg15157455
NKX2-6;RP11-175E9.1,chr8,23705405,23706496,1091,0.153058426,0.628723797,0.475665372,0.844868735,1,0.997717132,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514
PON3,chr7,95396428,95396644,216,0.19008126,0.677759347,0.487678087,0.937947494,1,0.997717132,cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105
PON3,chr7,95396517,95396762,245,0.190832728,0.680905445,0.490072718,0.935560859,1,0.997665249,cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506
GHSR,chr3,172447727,172448393,666,0.173515159,0.559543613,0.386028453,0.69451074,1,0.997665249,cg18875012;cg03587978;cg10109500;cg07852825
EOMES,chr3,27723741,27724056,315,0.160541223,0.638718019,0.478176796,0.84725537,1,0.997665249,cg06014401;cg15540820;cg24961583;cg16840358;cg21188820
POU4F2;AC093887.1,chr4,146640517,146640749,232,0.126079256,0.624547792,0.498468536,0.832935561,1,0.997613365,cg00505045;cg16887264;cg19555331
POU4F2;AC093887.1,chr4,146638496,146640188,1692,0.128664091,0.538030154,0.409366063,0.651551313,1,0.997613365,cg12935979;cg24199834;cg02610222;cg14631165;cg25406138;cg06083330;cg19134568
POU4F2;AC093887.1,chr4,146638974,146640518,1544,0.141005998,0.551065226,0.410059228,0.665871122,1,0.997613365,cg24199834;cg02610222;cg14631165;cg25406138;cg06083330;cg19134568;cg00505045
PON3,chr7,95396424,95396644,220,0.195040536,0.672638108,0.477597572,0.937947494,1,0.997613365,cg07121856;cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105
PON3,chr7,95396428,95396755,327,0.191335749,0.672619851,0.481284102,0.935560859,1,0.997613365,cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512
PON3,chr7,95396428,95396762,334,0.189759032,0.681396054,0.491637022,0.937947494,1,0.997613365,cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506
PON3,chr7,95396428,95396795,367,0.199732046,0.704912664,0.505180618,0.954653938,1,0.997613365,cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563;cg03301582;cg08898155;cg04080282
GHSR,chr3,172448094,172448393,299,0.167210859,0.643306631,0.476095772,0.840095465,1,0.997613365,cg10109500;cg07852825
NKX2-6;RP11-175E9.1,chr8,23705633,23706458,825,0.137485568,0.624060369,0.486574801,0.825775656,1,0.997561482,cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847
NKX2-6;RP11-175E9.1,chr8,23705405,23706513,1108,0.157223362,0.635252286,0.478028923,0.859188544,1,0.997561482,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260
PON3,chr7,95396424,95396755,331,0.195604607,0.668638694,0.473034087,0.935560859,1,0.997561482,cg07121856;cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512
PON3,chr7,95396517,95396779,262,0.195328827,0.690388495,0.495059668,0.940334129,1,0.997561482,cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563
PON3,chr7,95396428,95396779,351,0.193912891,0.689881737,0.495968846,0.940334129,1,0.997561482,cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563
PON3,chr7,95396424,95396762,338,0.193758675,0.676935392,0.483176717,0.937947494,1,0.997509598,cg07121856;cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506
PON3,chr7,95396517,95396784,267,0.196471051,0.690440405,0.493969354,0.940334129,1,0.997509598,cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563;cg03301582
PON3,chr7,95396524,95396786,262,0.199966907,0.697238652,0.497271745,0.945107399,1,0.997509598,cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563;cg03301582;cg08898155
PON3,chr7,95396517,95396786,269,0.194254344,0.696992482,0.502738138,0.945107399,1,0.997509598,cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563;cg03301582;cg08898155
PON3,chr7,95396428,95396786,358,0.193163937,0.696019852,0.502855915,0.945107399,1,0.997509598,cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563;cg03301582;cg08898155
POU4F2;AC093887.1,chr4,146640051,146640749,698,0.144838946,0.639909918,0.495070973,0.866348449,1,0.997509598,cg06083330;cg19134568;cg00505045;cg16887264;cg19555331
NKX2-6;RP11-175E9.1,chr8,23705669,23706413,744,0.135980488,0.613074654,0.477094166,0.792362768,1,0.997457715,cg01336781;cg03330710;cg13021619;cg14428146
PON3,chr7,95396524,95396762,238,0.19850473,0.678958969,0.480454239,0.930787589,1,0.997457715,cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506
PON3,chr7,95396424,95396779,355,0.197171307,0.685055165,0.487883858,0.940334129,1,0.997457715,cg07121856;cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563
PON3,chr7,95396424,95396786,362,0.19597867,0.691463666,0.495484996,0.945107399,1,0.997457715,cg07121856;cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563;cg03301582;cg08898155
PON3,chr7,95396428,95396784,356,0.195079998,0.689974997,0.494895,0.942720764,1,0.997405832,cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563;cg03301582
PON3,chr7,95396424,95396784,360,0.19796962,0.685542867,0.487573247,0.942720764,1,0.997405832,cg07121856;cg23230584;cg08520743;cg08828819;cg04685170;cg15927196;cg15500865;cg25572105;cg25161512;cg11435506;cg27413563;cg03301582
NKX2-6;RP11-175E9.1,chr8,23705669,23706347,678,0.148023456,0.579799688,0.431776232,0.727923628,1,0.997405832,cg01336781;cg03330710;cg13021619
NKX2-6;RP11-175E9.1,chr8,23705633,23706496,863,0.146009877,0.618317187,0.47230731,0.825775656,1,0.997405832,cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514
POU4F2;AC093887.1,chr4,146638427,146640518,2091,0.136480026,0.549347426,0.4128674,0.661097852,1,0.997405832,cg13262687;cg12935979;cg24199834;cg02610222;cg14631165;cg25406138;cg06083330;cg19134568;cg00505045
EOMES,chr3,27723741,27723994,253,0.163080748,0.65556658,0.492485832,0.856801909,1,0.997353948,cg06014401;cg15540820;cg24961583;cg16840358
RP11-2H3.7,chr4,386368,386608,240,0.187101578,0.627789611,0.440688032,0.91646778,1,0.997353948,cg08668316;cg23536681;cg06594404
TTC6,chr14,37611109,37611465,356,0.165301021,0.63465684,0.46935582,0.844868735,1,0.997302065,cg01075271;cg05168491;cg18294691
NKX2-6;RP11-175E9.1,chr8,23705405,23706519,1114,0.152901355,0.624746547,0.471845192,0.84725537,1,0.997250182,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546
NKX2-6;RP11-175E9.1,chr8,23705669,23706458,789,0.136095661,0.622122789,0.486027128,0.828162291,1,0.997198298,cg01336781;cg03330710;cg13021619;cg14428146;cg15854847
NKX2-6;RP11-175E9.1,chr8,23705633,23706513,880,0.151576499,0.626962563,0.475386063,0.8424821,1,0.997198298,cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260
NKX2-6;RP11-175E9.1,chr8,23705669,23706496,827,0.146272339,0.615745339,0.469473001,0.823389021,1,0.997146415,cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514
POU4F2;AC093887.1,chr4,146640051,146640624,573,0.151671922,0.642784033,0.49111211,0.871121718,1,0.997146415,cg06083330;cg19134568;cg00505045;cg16887264
POU4F2;AC093887.1,chr4,146640187,146640749,562,0.158917834,0.61653159,0.457613756,0.840095465,1,0.997146415,cg19134568;cg00505045;cg16887264;cg19555331
DLX2-AS1,chr2,172108112,172108468,356,0.147338915,0.735284139,0.587945224,0.940334129,1,0.997146415,cg20935165;cg12021814
NETO1;RP11-676J15.1,chr18,72868171,72869573,1402,0.156369748,0.674327961,0.517958212,0.899761337,1,0.997094531,cg24863335;cg21922574;cg13644317;cg06544405
POU4F2;AC093887.1,chr4,146638974,146640188,1214,0.130805317,0.539739483,0.408934166,0.644391408,1,0.997042648,cg24199834;cg02610222;cg14631165;cg25406138;cg06083330;cg19134568
EOMES,chr3,27723792,27723994,202,0.186318866,0.666720792,0.480401926,0.885441527,1,0.997042648,cg15540820;cg24961583;cg16840358
AC003006.7;ZNF154;ZNF551,chr19,57708927,57709127,200,0.137103586,0.723523373,0.586419787,0.961813842,1,0.997042648,cg11294513;cg05661282;cg21790626
DLX2-AS1,chr2,172108112,172108514,402,0.180808641,0.745998449,0.565189809,0.957040573,1,0.997042648,cg20935165;cg12021814;cg17518215
POU4F2;AC093887.1,chr4,146640051,146640518,467,0.182722348,0.648308632,0.465586284,0.885441527,1,0.996938881,cg06083330;cg19134568;cg00505045
NETO1;RP11-676J15.1,chr18,72869226,72869573,347,0.192510545,0.705683888,0.513173343,0.92601432,1,0.996938881,cg13644317;cg06544405
NETO1;RP11-676J15.1,chr18,72868101,72869573,1472,0.148473197,0.638077434,0.489604237,0.856801909,1,0.996938881,cg12921750;cg24863335;cg21922574;cg13644317;cg06544405
NKX2-6;RP11-175E9.1,chr8,23706059,23706413,354,0.152128606,0.640198958,0.488070352,0.859188544,1,0.996886998,cg03330710;cg13021619;cg14428146
NKX2-6;RP11-175E9.1,chr8,23705405,23707079,1674,0.149417575,0.637474014,0.488056439,0.871121718,1,0.996886998,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546;cg03694713;cg22747746;cg10603004;cg03749016
NKX2-6;RP11-175E9.1,chr8,23705405,23707205,1800,0.158181236,0.63721362,0.479032384,0.875894988,1,0.996886998,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546;cg03694713;cg22747746;cg10603004;cg03749016;cg16544169
NETO1;RP11-676J15.1,chr18,72868690,72869573,883,0.151169676,0.662790656,0.51162098,0.873508353,1,0.996886998,cg21922574;cg13644317;cg06544405
NXPH1,chr7,8442364,8442606,242,0.150411555,0.643938658,0.493527103,0.840095465,1,0.996886998,cg12265623;cg14094983;cg15285250;cg12597389
NKX2-6;RP11-175E9.1,chr8,23705405,23706644,1239,0.155336831,0.631038615,0.475701784,0.861575179,1,0.996835115,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546;cg03694713
AC003006.7;ZNF154;ZNF551,chr19,57708927,57709149,222,0.139913764,0.729838483,0.589924719,0.961813842,1,0.996835115,cg11294513;cg05661282;cg21790626;cg27049766
POU4F2;AC093887.1,chr4,146640187,146640624,437,0.172721431,0.612570966,0.439849535,0.828162291,1,0.996783231,cg19134568;cg00505045;cg16887264
NKX2-6;RP11-175E9.1,chr8,23705405,23706681,1276,0.152325079,0.635435952,0.483110873,0.868735084,1,0.996731348,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546;cg03694713;cg22747746
NKX2-6;RP11-175E9.1,chr8,23706059,23706458,399,0.148235542,0.64472805,0.496492508,0.868735084,1,0.996627581,cg03330710;cg13021619;cg14428146;cg15854847
NKX2-6;RP11-175E9.1,chr8,23705633,23706519,886,0.147401698,0.6162106,0.468808902,0.832935561,1,0.996575698,cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546
NKX2-6;RP11-175E9.1,chr8,23705669,23706513,844,0.152596698,0.625993176,0.473396477,0.849642005,1,0.996575698,cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260
POU4F2;AC093887.1,chr4,146638496,146640052,1556,0.107202511,0.528954682,0.421752171,0.625298329,1,0.996523814,cg12935979;cg24199834;cg02610222;cg14631165;cg25406138;cg06083330
NKX2-6;RP11-175E9.1,chr8,23705669,23706060,391,0.169042276,0.549814019,0.380771743,0.637231504,1,0.996523814,cg01336781;cg03330710
NKX2-6;RP11-175E9.1,chr8,23705405,23706782,1377,0.154689097,0.639426903,0.484737806,0.880668258,1,0.996523814,cg14451926;cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546;cg03694713;cg22747746;cg10603004
AC009487.5;SLC4A10,chr2,161427194,161427696,502,0.194561951,0.640805585,0.446243634,0.830548926,1,0.996523814,cg01419831;cg10945079;cg01983682;cg27404023;cg16653620;cg03457195
ZIC1;ZIC4,chr3,147391129,147391704,575,0.182694077,0.66122928,0.478535203,0.887828162,1,0.996420048,cg15105326;cg08393041;cg17569743
NKX2-6;RP11-175E9.1,chr8,23705633,23706644,1011,0.150630688,0.62398547,0.473354782,0.849642005,1,0.996420048,cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546;cg03694713
NETO1;RP11-676J15.1,chr18,72868171,72869227,1056,0.153607688,0.673176848,0.51956916,0.880668258,1,0.996420048,cg24863335;cg21922574;cg13644317
HTR1A;RP11-158J3.2,chr5,63961099,63961728,629,0.158636543,0.542161107,0.383524564,0.639618138,1,0.996368164,cg04799838;cg27615388;cg04427003;cg04694812
HIST2H2BB;HIST2H3PS2;RP5-998N21.10;RP5-998N21.7,chr1,143905335,143905777,442,0.148639876,0.462450421,0.313810545,0.346062053,1,0.996316281,cg16519842;cg15157455;cg24437737
NKX2-6;RP11-175E9.1,chr8,23706059,23706347,288,0.178267117,0.603848661,0.425581544,0.77326969,1,0.996264398,cg03330710;cg13021619
NKX2-6;RP11-175E9.1,chr8,23705633,23707079,1446,0.145342137,0.632543548,0.48720141,0.861575179,1,0.996264398,cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546;cg03694713;cg22747746;cg10603004;cg03749016
NKX2-6;RP11-175E9.1,chr8,23706059,23706496,437,0.15801958,0.632554059,0.474534479,0.861575179,1,0.996212514,cg03330710;cg13021619;cg14428146;cg15854847;cg05477514
NKX2-6;RP11-175E9.1,chr8,23705633,23706681,1048,0.147772971,0.629423759,0.481650788,0.863961814,1,0.996212514,cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546;cg03694713;cg22747746
NKX2-6;RP11-175E9.1,chr8,23705633,23707205,1572,0.155022877,0.632616731,0.477593854,0.861575179,1,0.996160631,cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546;cg03694713;cg22747746;cg10603004;cg03749016;cg16544169
NKX2-6;RP11-175E9.1,chr8,23705669,23706519,850,0.147772522,0.614018391,0.466245869,0.832935561,1,0.996056864,cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546
NKX2-6;RP11-175E9.1,chr8,23705633,23706782,1149,0.150713333,0.634248306,0.483534973,0.873508353,1,0.996056864,cg00425918;cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546;cg03694713;cg22747746;cg10603004
RP11-89K21.1;Six3os1_2,chr2,44932755,44932955,200,0.194889284,0.67123742,0.476348136,0.866348449,1,0.996056864,cg06391932;cg02272993;cg23325963
ZIC1;ZIC4,chr3,147391056,147391704,648,0.178694204,0.675583071,0.496888867,0.91646778,1,0.996004981,cg16768018;cg15105326;cg08393041;cg17569743
ZIC1;ZIC4,chr3,147391056,147391640,584,0.192607445,0.711786387,0.519178942,0.973747017,1,0.995953097,cg16768018;cg15105326;cg08393041
HTR1A;RP11-158J3.2,chr5,63961099,63961673,574,0.16688304,0.524153415,0.357270375,0.582338902,1,0.995849331,cg04799838;cg27615388;cg04427003
NXPH1,chr7,8442364,8442985,621,0.144146674,0.615106279,0.470959605,0.804295943,1,0.995849331,cg12265623;cg14094983;cg15285250;cg12597389;cg06335867;cg26170604
RIPPLY3,chr21,37006106,37006335,229,0.192507236,0.692642261,0.500135026,0.909307876,1,0.995797447,cg16345647;cg04965987;cg16886987
RIPPLY3,chr21,37006106,37006737,631,0.148250942,0.524917837,0.376666895,0.658711217,1,0.995797447,cg16345647;cg04965987;cg16886987;cg11299333
ZIC1;ZIC4,chr3,147390725,147391704,979,0.189277408,0.699756052,0.510478644,0.942720764,1,0.995745564,cg26790247;cg16768018;cg15105326;cg08393041;cg17569743
NKX2-6;RP11-175E9.1,chr8,23705669,23707079,1410,0.145417723,0.632443154,0.487025431,0.866348449,1,0.995693681,cg01336781;cg03330710;cg13021619;cg14428146;cg15854847;cg05477514;cg20892260;cg13324546;cg03694713;cg22747746;cg10603004;cg03749016
SOX1,chr13,112067636,112068020,384,0.165404388,0.568613213,0.403208824,0.778042959,1,0.995693681,cg16705627;cg11750165;cg15466862
